form	pos	lemma
hy	PD(type=pers,position=free)	hij
conste	VRB(finiteness=fin,tense=past)	kunnen
die	PD(type=d-p,subtype=art,position=prenom)	die
arte	NOU-C(number=sg)	art
van	ADP(type=pre)	van
astronomien	NOU-C(number=pl)	astronomijn
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
firmamente	NOU-C(number=sg)	firmament
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
planeten	NOU-C(number=pl)	planeet
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
tekenen	NOU-C(number=pl)	teken
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
sterren	NOU-C(number=pl)	ster
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
lope	NOU-C(number=sg)	loop
des	PD(type=d-p,subtype=art,position=prenom)	de
firmaments	NOU-C(number=sg)	firmament
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
uren	NOU-C(number=pl)	uur
ende	CONJ(type=coor)	en
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
poenten	NOU-C(number=pl)	punt
ende	CONJ(type=coor)	en
van	ADP(type=pre)	van
wetene	NOU-C(number=sg)	weten
alle	PD(type=indef,subtype=oth,position=prenom)	al
dingen	NOU-C(number=pl)	ding
gheestelijc	AA(degree=pos,position=free)	geestelijk
ende	CONJ(type=coor)	en
lichamelijc	AA(degree=pos,position=free)	lichamelijk
ende	CONJ(type=coor)	en
van	ADP(type=pre)	van
allen	PD(type=indef,subtype=oth,position=prenom)	al
sciencien	NOU-C(number=pl)	sciëntie
vander	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
werelt	NOU-C(number=sg)	wereld
boec	NOU-C(number=sg)	boek
met	ADP(type=pre)	met
hem	PD(type=pers,position=free)	hij
ende	CONJ(type=coor)	en
wert	VRB(finiteness=fin,tense=pres)	worden
ghemaertielijt	AA(degree=pos,position=free)	gemaartielijd
te	ADP(type=pre)	te
toletten	VRB(finiteness=inf)	toletten
ende	CONJ(type=coor)	en
ghedoot	VRB(finiteness=pastpart)	doden
dit	PD(type=d-p,subtype=oth,position=prenom)	dit
boec	NOU-C(number=sg)	boek
bleef	VRB(finiteness=fin,tense=past)	blijven
daer	ADV(type=reg)	daar
langen	AA(degree=pos,position=prenom)	lang
tijt	NOU-C(number=sg)	tijd
eer	CONJ(type=sub)	eer
die	PD(type=d-p,subtype=art,position=prenom)	die
clergie	NOU-C(number=sg)	clergie
quam	VRB(finiteness=fin,tense=past)	komen
te	ADP(type=pre)	te
toletten	VRB(finiteness=inf)	toletten
ende	CONJ(type=coor)	en
alse	CONJ(type=sub)	als
die	PD(type=d-p,subtype=art,position=prenom)	die
clergie	NOU-C(number=sg)	clergie
daer	ADV(type=reg)	daar
quam	VRB(finiteness=fin,tense=past)	komen
soe	ADV(type=reg)	zo
vonden	VRB(finiteness=fin,tense=past)	vinden
sijt	PD(type=pers,position=free)+PD(type=pers,position=free)	zij+het
ende	CONJ(type=coor)	en
translateerdent	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)	translateren+het
uten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	uit+dat
grixe	NOU-C(number=sg)	griks
in	ADP(type=pre)	in
latine	NOU-P	Latijn
die	PD(type=d-p,subtype=art,position=prenom)	die
coninc	NOU-C(number=sg)	koning
van	ADP(type=pre)	van
spaengen	NOU-P	Spanje
die	PD(type=d-p,position=free)	die
te	ADP(type=pre)	te
selven	PD(type=d-p,subtype=oth,position=prenom)	zelf
tide	NOU-C(number=sg)	tijd
hadde	VRB(finiteness=fin,tense=past)	hebben
horen	VRB(finiteness=inf)	horen
seggen	VRB(finiteness=inf)	zeggen
van	ADP(type=pre)	van
desen	PD(type=d-p,subtype=oth,position=prenom)	deze
boeke	NOU-C(number=sg)	beuk
ontboet	VRB(finiteness=fin,tense=past)	ontbieden
dit	PD(type=d-p,subtype=oth,position=prenom)	dit
boec	NOU-C(number=sg)	boek
ende	CONJ(type=coor)	en
hielt	VRB(finiteness=fin,tense=past)	hielen
langen	AA(degree=pos,position=prenom)	lang
tijt	NOU-C(number=sg)	tijd
in	ADP(type=pre)	in
grooter	AA(degree=pos,position=prenom)	groot
weerden	VRB(finiteness=fin,tense=past)	weren
omme	ADP(type=pre)	om
die	PD(type=d-p,subtype=art,position=prenom)	die
scone	AA(degree=pos,position=prenom)	schoon
vragen	NOU-C(number=pl)	vraag
die	PD(type=d-p,position=free)	die
hire	PD(type=d-p,position=free)+ADV(type=pron)	hier+een
in	VRB(finiteness=fin,tense=past)	innen
vant	VRB(finiteness=fin,tense=past)	vinden
emmomemijn	NOU-C(number=sg)	emmomemijn
die	PD(type=d-p,position=free)	die
te	ADP(type=pre)	te
dien	PD(type=d-p,subtype=oth,position=prenom)	dat
tiden	NOU-C(number=sg)	tijd
here	NOU-C(number=sg)	heer
was	VRB(finiteness=fin,tense=past)	zijn
van	ADP(type=pre)	van
thimes	NOU-P	Thimes
horde	VRB(finiteness=fin,tense=past)	horden
spreken	VRB(finiteness=inf)	spreken
van	ADP(type=pre)	van
desen	PD(type=d-p,subtype=oth,position=prenom)	deze
boeke	NOU-C(number=sg)	beuk
ende	CONJ(type=coor)	en
sende	VRB(finiteness=fin,tense=past)	zenden
met	ADP(type=pre)	met
boden	NOU-C(number=pl)	bode
aenden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	aan+de
coninc	NOU-C(number=sg)	koning
van	ADP(type=pre)	van
spaengen	NOU-P	Spanje
datti	CONJ(type=sub)+PD(type=pers,position=free)	dat+gij
hem	PD(type=pers,position=free)	hij
sende	VRB(finiteness=fin,tense=past)	zenden
dat	PD(type=d-p,subtype=oth,position=prenom)	dat
boec	NOU-C(number=sg)	boek
van	ADP(type=pre)	van
vele	PD(type=indef,subtype=oth,position=prenom)	veel
lieden	NOU-C(number=pl)	lieden
in	ADP(type=pre)	in
goeden	AA(degree=pos,position=prenom)	goed
boeken	NOU-C(number=pl)	boek
niet	ADV(type=reg)	niet
elcker	PD(type=indef,position=free)	elk
en	ADV(type=reg)	ne
sal	VRB(finiteness=fin,tense=pres)	zullen
desen	PD(type=d-p,subtype=oth,position=prenom)	deze
boec	NOU-C(number=sg)	boek
niet	ADV(type=reg)	niet
ghewinnen	VRB(finiteness=inf)	gewinnen
mogen	VRB(finiteness=fin,tense=pres)	mogen
ende	CONJ(type=coor)	en
van	ADP(type=pre)	van
voert	ADV(type=reg)	voort
ane	ADV(type=reg)	aan
en	ADV(type=reg)	ne
weten	VRB(finiteness=fin,tense=pres)	weten
wy	PD(type=pers,position=free)	wij
niet	ADV(type=reg)	niet
in	ADP(type=pre)	in
wijs	AA(degree=pos,position=prenom)	wijs
hande	NOU-C(number=pl)	hand
hy	PD(type=pers,position=free)	hij
comen	VRB(finiteness=inf)	komen
sal	VRB(finiteness=fin,tense=pres)	zullen
ende	CONJ(type=coor)	en
daer	ADV(type=pron)	daar
omme	ADV(type=pron)	om
bidden	VRB(finiteness=fin,tense=pres)	bidden
wy	PD(type=pers,position=free)	wij
gode	NOU-P	God
den	PD(type=d-p,subtype=art,position=prenom)	de
sceppere	NOU-C(number=sg)	schepper
dat	CONJ(type=sub)	dat
dit	PD(type=d-p,subtype=oth,position=prenom)	dit
boec	NOU-C(number=sg)	boek
comen	VRB(finiteness=inf)	komen
moete	VRB(finiteness=fin,tense=pres)	moeten
inde	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+de
hande	NOU-C(number=pl)	hand
selker	PD(type=d-p,subtype=oth,position=prenom)	zulk
liede	NOU-C(number=sg)	lieden
diet	PD(type=d-p,position=free)+PD(type=pers,position=free)	die+het
verstaen	VRB(finiteness=inf)	verstaan
moeten	VRB(finiteness=fin,tense=pres)	moeten
ende	CONJ(type=coor)	en
onthouden	VRB(finiteness=inf)	onthouden
datti	CONJ(type=sub)+PD(type=pers,position=free)	dat+gij
seget	VRB(finiteness=fin,tense=pres)	zeggen
die	PD(type=d-p,subtype=art,position=prenom)	die
boec	NOU-C(number=sg)	boek
ende	CONJ(type=coor)	en
datse	CONJ(type=sub)+PD(type=pers,position=free)	dat+zij
doen	VRB(finiteness=fin,tense=pres)	doen
inde	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+de
behoudenesse	NOU-C(number=sg)	behoudenis
ende	CONJ(type=coor)	en
profite	NOU-C(number=sg)	profijt
des	PD(type=d-p,subtype=art,position=prenom)	de
lichamen	NOU-C(number=sg)	lichaam
ende	CONJ(type=coor)	en
der	PD(type=d-p,subtype=art,position=prenom)	de
zielen	NOU-C(number=sg)	ziel
met	ADP(type=pre)	met
grooter	AA(degree=pos,position=prenom)	groot
feesten	NOU-C(number=sg)	feest
ende	CONJ(type=coor)	en
bliscapen	NOU-C(number=pl)	blijdschap
ende	CONJ(type=coor)	en
wrachten	VRB(finiteness=fin,tense=past)	werken
daer	ADV(type=pron)	daar
ane	ADV(type=pron)	aan
een	PD(type=indef,subtype=art,position=prenom)	een
groot	AA(degree=pos,position=prenom)	groot
deel	NOU-C(number=sg)	deel
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
daghe	NOU-C(number=sg)	dag
des	PD(type=d-p,subtype=art,position=prenom)	de
morgens	NOU-C(number=sg)	morgen
alsi	CONJ(type=sub)+PD(type=pers,position=free)	alse+zij
weder	ADV(type=reg)	weder
quamen	VRB(finiteness=fin,tense=past)	komen
vonden	VRB(finiteness=fin,tense=past)	vinden
sijt	PD(type=pers,position=free)+PD(type=pers,position=free)	zij+het
al	ADV(type=reg)	al
te	ADP(type=pre)	te
broken	VRB(finiteness=inf)	breken
waer	ADV(type=pron)	waar
af	ADV(type=pron)	af
de	PD(type=d-p,subtype=art,position=prenom)	de
coninc	NOU-C(number=sg)	koning
was	VRB(finiteness=fin,tense=past)	zijn
zere	ADV(type=reg)	zeer
verbolgen	VRB(finiteness=pastpart)	verbelgen
ende	CONJ(type=coor)	en
ghestoert	VRB(finiteness=pastpart)	storen
ende	CONJ(type=coor)	en
dede	VRB(finiteness=fin,tense=past)	doen
weder	ADV(type=reg)	weder
dit	PD(type=d-p,subtype=oth,position=prenom)	dit
werc	NOU-C(number=sg)	werk
beginnen	VRB(finiteness=inf)	beginnen
haestelike	ADV(type=reg)	haastelijk
ende	CONJ(type=coor)	en
werken	VRB(finiteness=inf)	werken
toter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	tot+de
nacht	NOU-C(number=sg)	nacht
dattie	CONJ(type=sub)+PD(type=d-p,subtype=art,position=prenom)	dat+de
liede	NOU-C(number=pl)	lieden
moesten	VRB(finiteness=fin,tense=past)	moeten
gaen	VRB(finiteness=inf)	gaan
rusten	VRB(finiteness=inf)	rusten
des	PD(type=d-p,subtype=art,position=prenom)	de
mergens	NOU-C(number=sg)	morgen
alsi	CONJ(type=sub)+PD(type=pers,position=free)	alse+zij
weder	VRB(finiteness=fin,tense=past)	woeden
quamen	VRB(finiteness=fin,tense=past)	komen
vonden	VRB(finiteness=fin,tense=past)	vinden
sijt	PD(type=pers,position=free)+PD(type=pers,position=free)	zij+het
weder	ADV(type=reg)	weder
al	ADV(type=reg)	al
te	ADP(type=pre)	te
broken	VRB(finiteness=inf)	breken
die	PD(type=d-p,subtype=art,position=prenom)	die
coninc	NOU-C(number=sg)	koning
hadde	VRB(finiteness=fin,tense=past)	hebben
des	PD(type=d-p,subtype=art,position=prenom)	de
grooten	AA(degree=pos,position=prenom)	groot
rouwe	NOU-C(number=sg)	rouw
ende	CONJ(type=coor)	en
was	VRB(finiteness=fin,tense=past)	zijn
weder	ADV(type=reg)	weder
des	ADV(type=reg)	des
zere	ADV(type=reg)	zeer
ghestoert	VRB(finiteness=pastpart)	storen
ende	CONJ(type=coor)	en
dit	PD(type=d-p,position=free)	dit
ghesciede	VRB(finiteness=fin,tense=past)	geschieden
daer	ADV(type=reg)	daar
vii	NUM(type=card,position=prenom,representation=rom)	zeven
werven	NOU-C(number=pl)	werf
dat	PD(type=d-p,position=free)	dat
soe	ADV(type=reg)	zo
wat	PD(type=w-p,position=free)	wat
sy	PD(type=pers,position=free)	zij
maecten	VRB(finiteness=fin,tense=past)	maken
des	PD(type=d-p,subtype=art,position=prenom)	de
dages	NOU-C(number=sg)	dag
dat	PD(type=d-p,position=free)	dat
des	PD(type=d-p,subtype=art,position=prenom)	de
morgens	NOU-C(number=sg)	morgen
al	ADV(type=reg)	al
te	ADP(type=pre)	te
broken	VRB(finiteness=inf)	breken
was	VRB(finiteness=fin,tense=past)	zijn
alse	CONJ(type=sub)	als
die	PD(type=d-p,subtype=art,position=prenom)	die
coninc	NOU-C(number=sg)	koning
dit	PD(type=d-p,position=free)	dit
hoerde	VRB(finiteness=fin,tense=past)	hoeren
was	VRB(finiteness=fin,tense=past)	zijn
hy	PD(type=pers,position=free)	hij
blide	AA(degree=pos,position=free)	blij
ende	CONJ(type=coor)	en
gheboet	VRB(finiteness=pastpart)	gebieden
datmense	CONJ(type=sub)+PD(type=pers,position=free)+PD(type=pers,position=free)	dat+men+zij
dade	VRB(finiteness=fin,tense=past)	doen
in	ADP(type=pre)	in
ene	PD(type=indef,subtype=art,position=prenom)	een
stede	NOU-C(number=sg)	stede
die	PD(type=d-p,position=free)	die
vol	AA(degree=pos,position=free)	vol
ware	VRB(finiteness=fin,tense=past)	zijn
van	ADP(type=pre)	van
groenheden	NOU-C(number=pl)	groenheid
ende	CONJ(type=coor)	en
van	ADP(type=pre)	van
watre	NOU-C(number=sg)	water
ende	CONJ(type=coor)	en
dat	CONJ(type=sub)	dat
men	PD(type=pers,position=free)	men
hem	PD(type=pers,position=free)	hij
diende	VRB(finiteness=fin,tense=past)	dienen
gelijc	CONJ(type=sub)	gelijk
sinen	PD(type=poss,position=prenom)	zijn
lichame	NOU-C(number=sg)	lichaam
ende	CONJ(type=coor)	en
dat	CONJ(type=sub)	dat
men	PD(type=pers,position=free)	men
hem	PD(type=pers,position=free)	hij
brachte	VRB(finiteness=fin,tense=past)	brengen
alles	PD(type=indef,position=free)	alles
dat	PD(type=d-p,position=free)	dat
sy	PD(type=pers,position=free)	zij
begeerden	VRB(finiteness=fin,tense=past)	begeren
uwen	PD(type=poss,position=prenom)	uw
goede	NOU-C(number=sg)	goed
maer	CONJ(type=coor)	maar
wy	PD(type=pers,position=free)	wij
ontbieden	VRB(finiteness=fin,tense=pres)	ontbieden
u	PD(type=pers,position=free)	u
wildi	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	willen+gij
ons	PD(type=pers,position=free)	ons
geven	VRB(finiteness=inf)	geven
uwer	PD(type=poss,position=prenom)	u
dochter	NOU-C(number=sg)	dochter
tenen	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	te+een
wive	NOU-C(number=sg)	wijf
wy	PD(type=pers,position=free)	wij
selen	VRB(finiteness=fin,tense=pres)	zullen
u	PD(type=pers,position=free)	u
laten	VRB(finiteness=inf)	laten
maken	VRB(finiteness=inf)	maken
de	PD(type=d-p,subtype=art,position=prenom)	de
stat	NOU-C(number=sg)	stad
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
dat	CONJ(type=sub)	dat
wy	PD(type=pers,position=free)	wij
willen	VRB(finiteness=fin,tense=pres)	willen
ende	CONJ(type=coor)	en
dit	PD(type=d-p,subtype=oth,position=prenom)	dit
ontbieden	NOU-C(number=sg)	ontbieden
was	VRB(finiteness=fin,tense=past)	zijn
ghedaen	VRB(finiteness=pastpart)	doen
met	ADP(type=pre)	met
enen	PD(type=indef,subtype=art,position=prenom)	een
verwite	NOU-C(number=sg)	verwijt
want	CONJ(type=coor)	want
wy	PD(type=pers,position=free)	wij
hebbens	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	hebben+het
zere	ADV(type=reg)	zeer
te	ADP(type=pre)	te
doene	VRB(finiteness=inf)	doen
ende	CONJ(type=coor)	en
dat	CONJ(type=sub)	dat
ghi	PD(type=pers,position=free)	gij
ons	PD(type=pers,position=free)	ons
mede	ADV(type=reg)	mede
sent	VRB(finiteness=fin,tense=pres)	zenden
uwen	PD(type=poss,position=prenom)	uw
astronomijn	NOU-C(number=sg)	astronomijn
sidracke	NOU-P	Sidracke
die	PD(type=d-p,subtype=art,position=prenom)	die
bode	NOU-C(number=sg)	bode
nam	VRB(finiteness=fin,tense=past)	nemen
die	PD(type=d-p,subtype=art,position=prenom)	die
lettere	NOU-C(number=sg)	letter
ende	CONJ(type=coor)	en
ginc	VRB(finiteness=fin,tense=past)	gaan
dat	CONJ(type=sub)	dat
hy	PD(type=pers,position=free)	hij
quam	VRB(finiteness=fin,tense=past)	komen
daer	ADV(type=reg)	daar
de	PD(type=d-p,subtype=art,position=prenom)	de
coninc	NOU-C(number=sg)	koning
was	VRB(finiteness=fin,tense=past)	zijn
ende	CONJ(type=coor)	en
presenteerde	VRB(finiteness=fin,tense=past)	presenteren
hem	PD(type=pers,position=free)	hij
die	PD(type=d-p,subtype=art,position=prenom)	die
lettere	NOU-C(number=sg)	letter
ende	CONJ(type=coor)	en
tpresent	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+present
dat	PD(type=d-p,position=free)	dat
hem	PD(type=pers,position=free)	hij
sende	VRB(finiteness=fin,tense=past)	zenden
sijn	PD(type=poss,position=prenom)	zijn
here	NOU-C(number=sg)	heer
die	PD(type=d-p,subtype=art,position=prenom)	die
coninc	NOU-C(number=sg)	koning
bottus	NOU-P	Bottus
ende	CONJ(type=coor)	en
hy	PD(type=pers,position=free)	hij
ontfinc	VRB(finiteness=fin,tense=past)	ontvangen
se	PD(type=pers,position=free)	zij
met	ADP(type=pre)	met
grooter	AA(degree=pos,position=prenom)	groot
bliscapen	NOU-C(number=sg)	blijdschap
ende	CONJ(type=coor)	en
met	ADP(type=pre)	met
grooter	AA(degree=pos,position=prenom)	groot
eren	NOU-C(number=sg)	eer
ende	CONJ(type=coor)	en
dede	VRB(finiteness=fin,tense=past)	doen
die	PD(type=d-p,subtype=art,position=prenom)	die
lettre	NOU-C(number=sg)	letter
lesen	VRB(finiteness=inf)	lezen
ende	CONJ(type=coor)	en
alse	CONJ(type=sub)	als
hise	PD(type=pers,position=free)+PD(type=pers,position=free)	hij+zij
hadde	VRB(finiteness=fin,tense=past)	hebben
verstaen	VRB(finiteness=pastpart)	verstaan
seide	VRB(finiteness=fin,tense=past)	zeggen
hi	PD(type=pers,position=free)	hij
toten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	tot+de
bode	NOU-C(number=sg)	bode
ic	PD(type=pers,position=free)	ik
bens	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
herde	ADV(type=reg)	hard
blide	AA(degree=pos,position=free)	blij
dat	CONJ(type=sub)	dat
my	PD(type=pers,position=free)	ik
de	PD(type=d-p,subtype=art,position=prenom)	de
coninc	NOU-C(number=sg)	koning
bottus	NOU-P	Bottus
sint	VRB(finiteness=fin,tense=pres)	zijn
sine	PD(type=poss,position=prenom)	zijn
lettere	NOU-C(number=sg)	letter
ende	CONJ(type=coor)	en
ontbiet	VRB(finiteness=fin,tense=past)	ontbieden
een	PD(type=indef,subtype=art,position=prenom)	een
boec	NOU-C(number=sg)	boek
dat	PD(type=d-p,position=free)	dat
ic	PD(type=pers,position=free)	ik
verloren	VRB(finiteness=pastpart)	verliezen
hadde	VRB(finiteness=fin,tense=past)	hebben
dat	PD(type=d-p,position=free)	dat
mire	PD(type=poss,position=prenom)	mijn
vorders	NOU-C(number=pl)	voorder
was	VRB(finiteness=fin,tense=past)	zijn
van	ADP(type=pre)	van
noes	NOU-P	Noach
tiden	NOU-C(number=pl)	tijd
dat	PD(type=d-p,position=free)	dat
sprect	VRB(finiteness=fin,tense=pres)	spreken
van	ADP(type=pre)	van
dingen	NOU-C(number=pl)	ding
die	PD(type=d-p,position=free)	die
op	ADP(type=pre)	op
enen	PD(type=indef,subtype=art,position=prenom)	een
berch	NOU-C(number=sg)	berg
staen	VRB(finiteness=fin,tense=pres)	staan
diese	PD(type=d-p,position=free)+PD(type=pers,position=free)	die+zij
hebben	VRB(finiteness=inf)	hebben
mochte	VRB(finiteness=fin,tense=past)	mogen
hy	PD(type=pers,position=free)	hij
soude	VRB(finiteness=fin,tense=past)	zullen
hebben	VRB(finiteness=inf)	hebben
watti	CONJ(type=sub)+PD(type=pers,position=free)	wat+gij
woude	VRB(finiteness=fin,tense=past)	willen
ende	CONJ(type=coor)	en
mijn	PD(type=poss,position=prenom)	mijn
vader	NOU-C(number=sg)	vader
pijnde	VRB(finiteness=fin,tense=past)	pijnen
hem	PD(type=refl,position=free)	hij
den	PD(type=d-p,subtype=art,position=prenom)	de
berch	NOU-C(number=sg)	berg
op	VRB(finiteness=inf)	opsteken
te	ADP(type=pre)	te
comene	VRB(finiteness=inf)	komen
maer	CONJ(type=coor)	maar
hine	PD(type=pers,position=free)+PD(type=pers,position=free)	hij+hij
const	VRB(finiteness=fin,tense=past)	kunnen
niet	ADV(type=reg)	niet
over	VRB(finiteness=inf)	overvoeren
comen	VRB(finiteness=inf)	komen
maer	CONJ(type=coor)	maar
daer	ADV(type=pron)	daar
omme	ADV(type=pron)	om
niet	ADV(type=reg)	niet
ic	PD(type=pers,position=free)	ik
hope	VRB(finiteness=fin,tense=pres)	hopen
dat	CONJ(type=sub)	dat
mijn	PD(type=poss,position=prenom)	mijn
here	NOU-C(number=sg)	heer
de	PD(type=d-p,subtype=art,position=prenom)	de
coninc	NOU-C(number=sg)	koning
bottus	NOU-P	Bottus
des	PD(type=d-p,position=free)	de
wel	ADV(type=reg)	wel
overcomen	VRB(finiteness=inf)	overkomen
soude	VRB(finiteness=fin,tense=past)	zullen
hy	PD(type=pers,position=free)	hij
es	VRB(finiteness=fin,tense=pres)	zijn
van	ADP(type=pre)	van
soe	ADV(type=reg)	zo
grooter	AA(degree=pos,position=prenom)	groot
macht	NOU-C(number=sg)	macht
ende	CONJ(type=coor)	en
hier	ADV(type=pron)	hier
op	ADV(type=pron)	op
soe	ADV(type=reg)	zo
sendi	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zenden+gij
hem	PD(type=pers,position=free)	hij
sinen	PD(type=poss,position=prenom)	zijn
boec	NOU-C(number=sg)	boek
dien	PD(type=d-p,position=free)	dat
hy	PD(type=pers,position=free)	hij
hadde	VRB(finiteness=fin,tense=past)	hebben
ende	CONJ(type=coor)	en
sidracke	VRB(finiteness=fin,tense=past)	sidreken
sinen	PD(type=poss,position=prenom)	zijn
goeden	AA(degree=pos,position=prenom)	goed
astronomijn	NOU-C(number=sg)	astronomijn
ende	CONJ(type=coor)	en
ene	PD(type=indef,subtype=art,position=prenom)	een
lettere	NOU-C(number=sg)	letter
die	PD(type=d-p,position=free)	die
sprak	VRB(finiteness=fin,tense=past)	spreken
aldus	ADV(type=reg)	aldus
enen	PD(type=indef,subtype=art,position=prenom)	een
volke	NOU-C(number=sg)	volk
ghemaect	VRB(finiteness=pastpart)	maken
na	ADP(type=pre)	na
de	PD(type=d-p,subtype=art,position=prenom)	de
wise	NOU-C(number=sg)	wijze
van	ADP(type=pre)	van
onsen	PD(type=poss,position=prenom)	ons
lichame	NOU-C(number=sg)	lichaam
maer	CONJ(type=coor)	maar
sy	PD(type=pers,position=free)	zij
hebben	VRB(finiteness=fin,tense=pres)	hebben
hoefde	NOU-C(number=sg)	hoofd
na	ADP(type=pre)	na
de	PD(type=d-p,subtype=art,position=prenom)	de
wise	NOU-C(number=sg)	wijze
van	ADP(type=pre)	van
honden	NOU-C(number=pl)	hond
ende	CONJ(type=coor)	en
hets	PD(type=pers,position=free)+VRB(finiteness=fin,tense=pres)	het+zijn
by	ADP(type=pre)	bij
der	PD(type=d-p,subtype=art,position=prenom)	de
vrouwen	NOU-C(number=pl)	vrouw
lande	NOU-C(number=sg)	land
daer	ADV(type=pron)	daar
ghene	PD(type=indef,subtype=oth,position=prenom)	gene
manne	NOU-C(number=pl)	man
in	ADV(type=pron)	in
woenen	VRB(finiteness=inf)	wonen
en	ADV(type=reg)	ne
mogen	VRB(finiteness=fin,tense=pres)	mogen
in	ADP(type=pre)	in
dit	PD(type=d-p,subtype=oth,position=prenom)	dit
gheberchte	NOU-C(number=sg)	gebergte
sijn	VRB(finiteness=fin,tense=pres)	zijn
xii	NUM(type=card,position=prenom,representation=rom)	twaalf
manieren	NOU-C(number=pl)	manier
van	ADP(type=pre)	van
cruden	NOU-C(number=pl)	kruid
daer	ADV(type=pron)	daar
af	ADV(type=pron)	af
de	PD(type=d-p,subtype=art,position=prenom)	de
iiii	NUM(type=ord,position=prenom,representation=rom)	vier
profijt	NOU-C(number=sg)	profijt
doen	VRB(finiteness=inf)	doen
ende	CONJ(type=coor)	en
de	PD(type=d-p,subtype=art,position=prenom)	de
iiii	NUM(type=ord,position=prenom,representation=rom)	vier
